,YEAR,SERIAL,MONTH,PERNUM,WTFINL,CPSIDP,AGE,SEX,RACE,HISPAN,EMPSTAT,EDUC
3633505,2023,63784,1,1,5412.4464,20211002770601,32,1,200,0,21,73
2745006,2022,9702,5,3,5045.4315,20210200977303,11,2,100,100,0,1
1027422,2020,61500,12,2,1617.6525,20191006255302,34,2,100,0,10,81
1203448,2021,33348,2,3,1590.9441,20210103342603,16,1,100,0,34,40
1157317,2021,5073,2,2,4055.678,20200100525602,42,2,100,0,10,81
984264,2020,34197,12,1,3449.0859,20200903409801,53,1,100,0,10,111
3217131,2022,51579,9,1,4113.5501,20220905157901,73,2,100,0,32,73
287994,2020,58210,5,1,5923.5354,20190205955101,27,2,100,600,10,92
201404,2020,66401,4,2,585.9053,20200106673702,74,1,100,0,36,73
2989221,2022,35247,7,4,783.5228,20210703470403,3,1,803,0,0,1
2479872,2022,38133,2,1,916.3773,20201203834201,60,1,100,0,10,111
2093200,2021,54646,10,1,773.9139,20200905519201,78,1,100,0,36,111
2393489,2022,49873,1,1,1903.343,20201005013101,59,2,100,0,10,73
3607186,2023,45650,1,2,1014.2456,20221201854002,27,2,803,0,34,123
1734434,2021,26118,7,2,1669.8356,20210502628102,65,2,100,0,36,73
3077885,2022,26360,8,3,2380.0089,20210502615803,3,2,100,0,0,1
659122,2020,40400,9,3,715.3457,20200804040804,74,2,100,0,36,73
1490712,2021,7811,5,1,4040.777,20200300812301,34,2,100,100,34,73
1816546,2021,10721,8,1,3009.5426,20210701071301,73,1,100,0,36,111
360274,2020,40830,6,3,1457.1357,20190404182803,17,2,100,600,34,60
2244413,2021,18262,12,1,957.2471,20201001847401,52,1,651,0,10,123
904132,2020,52959,11,2,865.576,20191005402202,67,1,100,0,36,73
1968579,2021,41238,9,2,4681.5035,20210904123802,54,2,651,0,34,73
3056088,2022,11541,8,3,2211.9242,20210501145803,9,2,801,0,0,1
1351832,2021,59895,3,1,4434.7844,20201205980101,59,2,100,0,36,73
1464928,2021,61164,4,1,1811.0225,20210106142101,50,1,100,0,10,123
2191592,2021,51702,11,6,4016.7398,20200805210306,6,1,100,0,0,1
127234,2020,15214,4,3,6861.3807,20200401521403,11,1,100,100,0,1
2697570,2022,48189,4,1,3898.4018,20210104841201,72,1,100,0,36,81
2818352,2022,58370,5,1,4344.3199,20210505818501,51,2,100,0,10,111
2593779,2022,47312,3,1,4524.7844,20201204759301,40,1,100,0,10,111
3292893,2022,33870,10,3,4130.5665,20220803390403,1,2,801,0,0,1
1295124,2021,22728,3,2,4063.9237,20200102320802,60,2,100,0,10,73
2511336,2022,60033,2,1,4982.165,20201106025201,85,2,802,0,36,73
1440850,2021,46299,4,2,496.7799,20200204743102,30,1,100,0,10,73
898697,2020,49512,11,1,2104.5194,20191105058101,55,1,100,0,10,73
1731260,2021,24053,7,1,1940.8436,20210602410901,69,1,100,0,10,73
212589,2020,4453,5,1,1803.4021,20200300448901,25,2,100,0,34,73
2194384,2021,53602,11,1,3556.18,20200805397801,38,2,100,0,10,123
2788273,2022,38337,5,1,1048.7179,20210303839501,60,1,100,0,10,111
1026650,2020,61097,12,4,1353.463,20191206230904,13,1,100,0,0,1
3218363,2022,52370,9,2,4481.4658,20210905176902,41,2,100,0,21,73
1714655,2021,14084,7,3,4022.7573,20200701415405,54,2,100,0,32,92
1362157,2021,66462,3,2,780.1961,20191206774202,51,1,100,0,32,73
3566522,2023,17898,1,3,472.6719,20221100168703,13,2,100,0,0,1
958557,2020,18066,12,2,4554.405,20201001811102,0,1,200,0,0,1
1792124,2021,63642,7,3,7415.8444,20210506418803,24,1,300,100,32,40
761530,2020,34224,10,1,5239.471,20200803414201,25,1,200,0,34,81
1467588,2021,62929,4,1,5074.7677,20210406292901,27,2,100,0,10,111
2174578,2021,39993,11,1,1160.767,20211103999301,38,1,100,100,10,111
797600,2020,56492,10,2,2796.8681,20190905739402,54,1,100,0,32,81
970900,2020,25325,12,1,3141.4061,20201002534401,85,2,100,0,32,30
2956047,2022,12829,7,1,304.4997,20210501270801,85,1,100,0,36,123
2157072,2021,28209,11,3,3597.3584,20211002817203,31,2,100,0,10,111
1549951,2021,45327,5,1,3498.0211,20200404654301,74,1,100,0,32,91
1188356,2021,23606,2,1,2326.2213,20210202360601,38,1,200,0,10,81
3476717,2022,22729,12,3,3708.1341,20220902274303,55,1,200,0,10,73
2553600,2022,19394,3,5,1093.2742,20220201933505,8,2,100,0,0,1
607850,2020,8492,9,1,3948.5243,20200700857701,72,1,100,0,36,111
1334457,2021,48681,3,2,4478.1973,20210204874502,30,2,100,0,10,111
69776,2020,46658,3,3,3586.1809,20190104718603,19,2,100,0,10,81
950815,2020,13141,12,2,315.6568,20191001338702,54,2,200,0,10,73
900331,2020,50456,11,4,2415.0476,20200805035804,6,1,100,0,0,1
3418004,2022,51580,11,2,4464.3601,20211005120002,47,2,200,0,10,73
3422389,2022,54619,11,2,985.0625,20210805395502,30,2,100,0,10,81
2298668,2021,55318,12,1,3588.9542,20201205570401,28,2,100,0,10,91
1201657,2021,32146,2,1,3517.6401,20210103220001,60,2,100,0,10,123
663613,2020,43273,9,1,4432.9685,20190904407301,77,2,100,0,36,73
888450,2020,43107,11,2,4164.0793,20201004309402,35,2,100,400,10,2
1733146,2021,25306,7,1,1956.9494,20200702564101,22,2,100,0,10,111
1295682,2021,23050,3,5,2411.4719,20200302353904,69,2,651,0,10,71
1916506,2021,7290,9,5,4054.8997,20210700732105,18,2,100,100,32,73
538093,2020,30849,8,2,4878.4671,20190803137104,49,2,805,0,10,92
130334,2020,17593,4,1,4386.5773,20190301781301,73,2,100,0,36,73
2296067,2021,53510,12,3,2819.3524,20211205351003,7,1,200,0,0,1
1676444,2021,57710,6,2,3945.103,20210405847402,78,1,200,0,21,73
1270460,2021,7122,3,2,6597.5782,20191200736902,14,2,100,100,0,1
2285774,2021,46355,12,4,399.3538,20211104627004,16,2,100,0,34,50
2654192,2022,19111,4,6,1000.6813,20220101893206,7,1,100,200,0,1
553074,2020,40707,8,5,1344.8868,20190504177205,7,2,652,0,0,1
488293,2020,64927,7,3,2237.2562,20190406684703,14,1,100,0,0,1
3369242,2022,17657,11,4,4195.7052,20220901773004,10,2,200,0,0,1
2166389,2021,34242,11,4,2877.6021,20201103462104,6,1,100,0,0,1
3385413,2022,28566,11,1,4481.2372,20210902830001,78,1,100,0,36,73
131594,2020,18462,4,1,4332.2944,20190101867901,62,1,100,0,10,91
419419,2020,15896,7,3,4954.6392,20200401629803,12,1,100,400,0,1
3467195,2022,16232,12,2,6106.1724,20220901630302,32,1,200,0,10,73
982195,2020,32820,12,3,1005.3939,20200903278603,78,2,100,0,36,73
2559782,2022,23254,3,5,2585.4028,20201202326305,20,1,100,0,34,81
2542425,2022,11279,3,1,889.3304,20220201126701,62,2,801,0,36,123
2366844,2022,31140,1,1,4455.5046,20211003089901,53,2,100,0,10,111
3324780,2022,56154,10,3,2352.9816,20210705556803,1,1,100,100,0,1
1037281,2020,68178,12,1,359.8582,20191106954101,62,1,100,0,10,73
2509852,2022,59031,2,2,4496.5734,20220205903102,24,2,100,100,10,81
1631996,2021,28469,6,3,3595.2594,20210602846903,14,1,100,0,0,1
2845304,2022,7121,6,2,6090.0952,20220300708302,21,2,100,0,21,81
842151,2020,14447,11,2,3632.1699,20201001445602,71,1,100,0,10,123
3170882,2022,20166,9,1,1040.6888,20210701984601,54,2,100,0,32,81
2996788,2022,40577,7,1,937.2702,20220704057701,61,1,100,0,36,111
2352643,2022,21733,1,2,4455.9857,20211002155802,56,2,100,0,10,123
918120,2020,61160,11,3,1908.6718,20190806212203,16,2,652,0,34,50
2653322,2022,18639,4,4,833.5296,20210401853904,5,1,100,0,0,1
3564778,2023,16718,1,2,1944.6782,20221206146503,48,1,100,100,10,71
387128,2020,61328,6,4,1386.3822,20200306251604,10,2,100,0,0,1
38531,2020,25114,3,3,2005.7585,20200202512003,4,2,100,0,0,1
796743,2020,56031,10,2,3223.3581,20191005705302,74,2,100,0,36,123
3004178,2022,45807,7,3,406.6489,20220604596603,7,2,100,0,0,1
512299,2020,12920,8,1,374.6283,20200701294601,30,1,100,0,21,111
2637766,2022,8004,4,1,3447.5727,20220400800401,55,2,200,100,10,81
124100,2020,12441,4,4,485.8357,20200301248104,48,1,200,0,12,73
1352983,2021,60679,3,1,4902.6297,20191206182801,27,1,100,100,10,91
1759372,2021,42448,7,1,4525.2343,20200504359801,36,2,100,0,34,81
572677,2020,54661,8,2,522.7067,20200605497002,38,2,100,0,10,73
371197,2020,49305,6,2,2250.3317,20190405055302,48,2,100,0,32,91
1877222,2021,50062,8,1,6858.8724,20200505148901,55,1,100,200,36,50
677324,2020,51843,9,3,4241.1497,20190705279203,6,2,100,0,0,1
3218236,2022,52285,9,1,4512.6705,20220605251001,50,2,100,0,10,123
2246986,2021,19777,12,2,1123.9069,20211101973602,55,1,100,0,10,81
1827985,2021,18709,8,1,1271.2615,20200801887401,46,2,652,0,10,73
2626939,2022,1520,4,1,605.971,20220200151801,85,1,100,0,36,92
3213204,2022,48992,9,2,2519.4235,20220904899202,60,2,100,0,10,73
239931,2020,23371,5,3,2296.6215,20190402371403,5,2,100,0,0,1
3278374,2022,23956,10,3,2150.6336,20210702367003,16,2,651,0,34,50
459703,2020,44207,7,1,3810.3809,20200404512201,59,1,100,0,10,123
803873,2020,60130,10,5,3717.4714,20200706000505,4,1,100,0,0,1
763345,2020,35417,10,1,464.3632,20201003541701,42,2,100,0,10,81
1598677,2021,7272,6,3,7128.5632,20210500725503,0,2,100,100,0,1
1403531,2021,22588,4,3,3320.8906,20210102265303,3,1,100,0,0,1
2262580,2021,30254,12,1,3722.4614,20211103017801,78,2,100,0,36,81
1747733,2021,34655,7,5,550.7116,20210503494405,5,2,100,0,0,1
1621620,2021,21875,6,5,3942.8355,20200302265104,5,1,100,0,0,1
1615575,2021,18305,6,2,839.8555,20210501838402,75,2,651,0,36,111
147309,2020,28976,4,2,10653.6295,20190402929202,30,1,200,0,34,123
3008906,2022,49116,7,2,2026.1731,20220504910802,56,1,100,0,10,73
3609095,2023,46928,1,4,2786.7622,20211202888104,10,2,100,0,0,1
2263282,2021,30663,12,2,5593.1505,20211203066302,54,1,100,400,10,124
370884,2020,49045,6,3,3352.6859,20200404979703,14,2,651,0,0,1
1811615,2021,7913,8,3,4546.1528,20210700791603,20,2,100,0,10,81
3527671,2022,59085,12,3,4700.3783,20221005890903,21,1,100,0,34,81
2261352,2021,29392,12,3,3653.1918,20211102928703,1,2,100,0,0,1
2751295,2022,14488,5,1,3851.0169,20220201436001,66,2,100,0,36,92
213193,2020,4888,5,1,3099.1271,20190300499801,77,1,100,0,36,91
956810,2020,17102,12,1,3712.1361,20191001747201,65,1,100,0,10,123
3308630,2022,44909,10,1,3639.949,20221004490901,65,2,100,0,36,73
1084376,2021,28378,1,1,2635.8285,20201202824801,70,1,100,0,34,123
3546845,2023,3912,1,2,2543.541,20230100391202,56,2,100,0,10,125
2295349,2021,53037,12,2,1010.5948,20201205342602,75,2,100,0,36,73
3561843,2023,14645,1,2,3857.2774,20221204516802,54,1,100,0,10,73
2429412,2022,5347,2,1,4131.9244,20211100522901,18,1,806,0,34,73
2534979,2022,6871,3,4,3648.5965,20220100688904,32,2,651,0,12,73
407864,2020,7198,7,1,4244.382,20190400733301,61,2,100,100,10,60
3031621,2022,64521,7,2,3592.0388,20210506423302,63,2,100,0,36,92
2359281,2022,26108,1,2,1948.7937,20210102625102,61,1,100,0,12,73
200963,2020,66120,4,5,3215.0774,20200206650506,3,2,100,0,0,1
2859219,2022,16576,6,3,5145.9845,20210601631803,56,1,100,0,36,81
428350,2020,22015,7,2,7402.3144,20190602242402,25,2,100,100,10,73
3048048,2022,6675,8,1,4581.9934,20220800667501,53,1,100,0,10,111
2359697,2022,26391,1,1,1373.9084,20201002649601,64,2,200,0,36,73
244646,2020,26699,5,2,1947.8686,20200402687402,85,1,100,0,36,30
2210133,2021,63787,11,4,3921.9139,20211006354504,5,2,651,0,0,1
2968529,2022,21323,7,4,10824.4355,20210702099404,22,1,200,0,10,81
588882,2020,65723,8,2,911.8552,20190706689502,34,2,100,0,10,73
882252,2020,38875,11,1,702.3214,20191003953301,66,1,100,0,36,111
3392703,2022,33411,11,1,1358.1181,20211003318201,63,1,200,0,32,81
2465792,2022,28837,2,1,3375.9815,20210102909901,45,1,100,0,10,111
1318906,2021,38117,3,3,1288.701,20210103824903,22,2,100,0,34,81
458253,2020,43170,7,6,3248.8373,20200604343306,39,2,200,0,34,81
3291437,2022,32762,10,1,1332.7084,20221003276201,75,1,100,0,12,123
2311618,2021,63614,12,4,4239.7651,20211206361404,10,1,100,500,0,1
1057896,2021,11619,1,2,935.0205,20201201154002,54,1,100,0,10,73
1621767,2021,21966,6,2,3592.8482,20200402267502,46,1,100,0,10,123
3219672,2022,53402,9,1,3255.3129,20220905340201,66,2,100,0,36,92
1631117,2021,27937,6,3,3020.1661,20200602841703,51,1,100,0,10,73
3404220,2022,41826,11,2,4402.6759,20221104182602,70,2,100,0,10,111
1348862,2021,58017,3,1,6355.5065,20210205811801,37,1,651,0,10,111
2782084,2022,34286,5,4,3818.3766,20220403445004,16,1,100,0,34,40
33381,2020,21918,3,2,4199.3985,20200202190402,55,2,100,0,10,125
3154646,2022,8764,9,2,4821.9868,20210900866202,37,1,100,0,10,123
1447600,2021,50414,4,2,1828.0636,20200405142102,73,1,100,0,36,111
1325345,2021,42720,3,3,8371.7851,20200304361803,18,1,651,0,10,60
1565827,2021,55402,5,1,4942.6583,20210305591501,53,1,200,0,32,91
1252957,2021,65215,2,3,10132.8609,20210106527103,0,2,803,0,0,1
2467096,2022,29560,2,1,2907.1277,20201102971301,49,2,100,0,10,111
483575,2020,61830,7,2,456.4754,20200706183002,63,2,100,0,10,73
2890169,2022,37058,6,1,1350.0698,20210403689801,26,2,100,0,10,81
57024,2020,37608,3,3,791.5805,20181203809103,4,2,100,0,0,1
3119565,2022,54688,8,2,1024.1406,20220705478202,30,2,100,0,10,73
977695,2020,29792,12,1,3076.4222,20191203045201,57,2,100,0,10,81
627952,2020,21201,9,4,3630.9968,20200902120104,28,1,100,0,10,81
420982,2020,17215,7,2,3675.3034,20200501743502,36,2,100,0,10,73
2758807,2022,19302,5,2,909.4874,20220301923602,37,2,100,100,10,81
1778047,2021,54870,7,3,4304.1635,20210405569003,6,2,100,0,0,1
2188546,2021,49727,11,1,2145.5486,20201105021501,63,2,100,0,10,81
2304708,2021,59137,12,3,4078.4179,20211005882903,2,2,100,0,0,1
2399367,2022,53872,1,1,3296.5764,20211105368401,36,1,200,0,10,71
15046,2020,9034,3,3,4320.2999,20200300903403,10,1,100,100,0,1
193867,2020,61602,4,1,4664.6313,20200306186901,65,2,200,0,36,73
470030,2020,51973,7,2,3691.7448,20190605316502,76,2,100,0,36,73
377016,2020,53634,6,1,810.2085,20200405444701,85,2,100,0,36,40
1183955,2021,21060,2,2,4714.0924,20210202106002,23,2,100,0,10,111
112836,2020,5409,4,2,3933.2104,20200200543402,22,1,100,0,34,81
1040469,2021,1261,1,2,1824.3011,20191000125502,56,1,100,0,32,73
1678388,2021,58823,6,1,4653.2493,20210405959101,29,2,100,0,10,111
1328805,2021,45054,3,1,3081.3997,20200204602201,71,1,100,0,36,81
2142076,2021,18255,11,2,0.0,20210801820302,50,1,100,0,1,81
3062049,2022,16108,8,2,4741.2604,20210601592302,34,2,100,0,10,111
3386531,2022,29269,11,1,3138.1219,20210802900401,50,2,100,0,10,111
1915190,2021,6596,9,2,3745.1344,20200700672302,40,2,100,100,10,73
1692826,2021,297,7,2,1912.9777,20210500025602,55,1,100,0,10,73
1399016,2021,19890,4,2,1038.2048,20200302037002,77,1,802,0,36,123
2457080,2022,22899,2,1,2603.9093,20210102306101,77,1,100,0,36,73
554941,2020,42120,8,1,4230.5453,20200704208901,62,2,100,0,36,111
3540171,2022,67703,12,1,342.9268,20221006751701,52,1,100,0,10,81
2798506,2022,45306,5,1,3624.298,20210404540601,50,2,100,0,10,123
1139827,2021,63329,1,1,5165.4817,20191106432001,34,1,652,611,10,30
1690611,2021,66681,6,2,3544.2025,20200406874602,35,2,100,0,10,111
1982264,2021,50461,9,1,4521.1764,20200905126101,67,2,100,0,36,73
373847,2020,51065,6,1,1906.8676,20190305252101,76,1,100,0,36,123
3453192,2022,6696,12,3,9037.4363,20221200669603,8,1,651,0,0,1
894118,2020,46694,11,2,557.9,20190804744902,24,2,100,0,10,111
90209,2020,60498,3,2,4567.3349,20190106119402,7,2,100,500,0,1
2700186,2022,49880,4,4,2952.3247,20210304999504,10,2,652,0,0,1
876146,2020,35100,11,2,508.7769,20191103581802,38,2,100,0,12,73
43724,2020,28836,3,2,6680.2451,20200302883602,48,2,651,0,34,123
1416780,2021,30771,4,2,3417.9266,20210303085102,71,2,100,0,36,73
2059326,2021,32040,10,3,7790.3488,20210803195103,21,1,100,0,10,111
3558336,2023,12143,1,4,2145.0218,20221202392004,2,2,100,0,0,1
1719317,2021,17056,7,3,3827.6244,20210701705603,14,2,100,0,0,1
1759876,2021,42745,7,3,5978.3072,20200504390003,24,1,200,0,21,81
2251736,2021,22827,12,2,3684.7836,20200902294602,53,2,100,0,36,81
2118310,2021,2925,11,1,3860.8233,20201000299501,74,1,100,0,36,111
2917661,2022,56011,6,2,3520.8076,20220305568802,55,2,100,0,36,111
1612072,2021,15981,6,1,4247.7497,20200401647901,85,1,100,300,36,30
2144877,2021,19983,11,4,2773.7247,20210901991304,5,1,100,0,0,1
3366404,2022,15541,11,1,4008.475,20221001559001,63,2,100,0,10,111
2033276,2021,15516,10,1,4942.8117,20211001551601,34,1,100,300,12,92
3244939,2022,1824,10,1,582.2867,20210800181501,67,1,100,0,36,73
1350791,2021,59293,3,2,3291.7966,20191206038602,80,2,100,0,36,111
1970544,2021,42633,9,2,4409.2942,20200604349202,56,1,100,0,36,111
136905,2020,21882,4,2,3883.0195,20200202195102,49,2,100,0,10,73
2986995,2022,33780,7,2,2165.512,20210603332202,14,2,200,0,0,1
1224805,2021,47680,2,2,4187.3178,20201104762302,59,2,100,0,10,123
1399392,2021,20089,4,2,890.2343,20200202052602,53,1,100,0,10,125
2767357,2022,24484,5,2,2235.297,20210302445602,64,2,100,0,36,111
2305680,2021,59779,12,2,5273.5451,20211005948502,20,1,100,0,32,60
2823102,2022,61176,5,1,1785.5773,20220506117601,43,2,100,0,10,73
1102454,2021,39753,1,3,5578.7854,20201003960803,21,1,100,300,34,92
2244269,2021,18159,12,3,1401.569,20211201815903,9,1,652,0,0,1
417120,2020,14061,7,2,4301.4143,20190601434702,70,1,100,0,36,81
1593580,2021,4585,6,2,1545.034,20200500469002,58,2,100,0,32,73
2028548,2021,11951,10,1,443.4196,20210801195601,29,2,100,0,10,73
335532,2020,22814,6,1,3736.1865,20200402311301,37,1,100,0,10,92
1538088,2021,37414,5,2,1862.5498,20210303774802,64,1,100,0,36,73
3485301,2022,28918,12,2,2899.216,20211102872702,60,1,100,0,21,73
2159596,2021,29872,11,1,3622.7638,20210802977301,49,2,100,0,32,73
3623446,2023,56842,1,1,1075.4121,20211104109501,68,1,100,0,10,73
937354,2020,4601,12,2,1371.8663,20191100466602,44,1,100,0,12,73
1355670,2021,62185,3,1,616.7583,20210106232801,27,1,100,0,10,111
1851108,2021,33128,8,1,1385.0524,20200603372701,41,2,100,0,10,111
2945883,2022,6107,7,1,4607.5392,20220600604901,23,1,100,100,10,81
3421661,2022,54096,11,2,2687.4343,20210905348402,57,2,300,0,10,111
2964254,2022,18700,7,3,1396.4177,20210401867203,21,1,809,0,10,73
1162781,2021,7804,2,4,4222.3203,20201200778104,17,1,100,0,34,50
3056463,2022,11819,8,2,802.1312,20210801171302,40,2,100,0,10,73
588634,2020,65520,8,2,760.3897,20190706668902,36,2,100,0,10,111
2139092,2021,16135,11,1,4573.0745,20200901627201,40,1,100,611,10,20
342323,2020,27951,6,1,1970.9245,20200402833001,27,1,100,0,10,111
1972898,2021,44301,9,2,4687.3157,20200804494802,45,1,100,0,10,73
28785,2020,19015,3,2,977.6982,20190301916902,52,2,651,0,10,91
3136967,2022,66088,8,3,1075.8183,20210606548003,35,1,100,0,10,73
2250405,2021,22003,12,1,3877.3912,20211202200301,51,2,100,0,10,123
2008518,2021,7,10,1,2425.2097,20200800000501,80,2,200,0,32,73
1814386,2021,9424,8,1,4865.0108,20210500939201,35,1,100,0,10,123
2207619,2021,62225,11,2,591.565,20210106290202,36,2,100,0,34,123
113749,2020,5948,4,1,4511.5695,20190100592801,23,1,100,0,10,111
548284,2020,37544,8,1,2821.0545,20200703744101,46,1,200,0,10,81
1294857,2021,22553,3,2,4082.178,20201202249002,32,2,100,0,10,125
2118636,2021,3145,11,3,2925.5956,20200800318703,7,1,100,100,0,1
1982629,2021,50692,9,2,3483.3107,20210805071802,71,1,100,0,36,73
659419,2020,40580,9,1,953.9155,20190904132001,51,1,100,0,10,123
2554871,2022,20041,3,2,820.0095,20220102000002,45,2,100,0,34,91
2798529,2022,45324,5,3,3934.0194,20220404547203,6,2,100,0,0,1
2585878,2022,41692,3,1,5228.9262,20220104170901,45,2,100,612,10,123
118563,2020,8589,4,5,4749.422,20200200860405,53,1,100,100,10,111
473306,2020,54428,7,1,2840.1516,20200505511701,41,1,100,0,10,73
463657,2020,47282,7,1,6834.3101,20190704813801,48,1,100,612,10,111
1469251,2021,63916,4,1,3602.2526,20200406502601,85,2,100,0,36,73
1328306,2021,44742,3,1,3499.8864,20200204569601,32,2,651,0,34,123
2558646,2022,22571,3,1,3103.4741,20210302262301,44,1,100,0,10,91
3639090,2023,67637,1,6,5606.5051,20211005647703,4,1,200,0,0,1
2346137,2022,17799,1,3,6127.6957,20201101779803,19,1,200,0,34,81
1259233,2021,454,3,2,1447.6339,20210200046102,70,2,100,0,36,92
3534129,2022,63413,12,3,4984.6763,20221006326903,4,2,651,0,0,1
894542,2020,46936,11,2,371.6694,20201004693602,3,1,100,0,0,1
2916471,2022,55133,6,1,545.1619,20210405510501,40,2,100,0,10,111
1390076,2021,14654,4,4,2707.7454,20200201499904,5,2,100,0,0,1
3252646,2022,6719,10,4,3861.2798,20210800672603,3,2,100,0,0,1
214857,2020,5879,5,2,5927.034,20200500587902,47,2,651,0,10,73
1234812,2021,53873,2,3,2375.4676,20200105500303,13,1,100,0,0,1
2843131,2022,5892,6,1,4372.7863,20210400595101,41,2,100,100,10,81
1986821,2021,53609,9,1,3496.1735,20200805439601,51,2,100,0,10,111
105170,2020,226,4,1,2415.4506,20190100021001,46,2,200,0,10,111
1865885,2021,42797,8,6,3937.4817,20210604291305,10,1,100,0,0,1
3229216,2022,59999,9,2,5060.2023,20210705924602,57,2,100,0,10,73
2485305,2022,42253,2,1,4738.5584,20201104251701,31,2,100,0,10,111
1473578,2021,66700,4,3,417.218,20210406670003,12,1,802,0,0,1
2117648,2021,2480,11,2,3498.1276,20201000254902,66,1,100,0,10,123
3412230,2022,47538,11,2,7206.4778,20221104753802,48,1,200,0,34,92
430899,2020,23596,7,1,3959.1584,20190402424801,20,2,100,0,10,73
155293,2020,34229,4,2,1602.3648,20190103475602,30,2,200,0,10,81
1050059,2021,6984,1,1,4002.2262,20191200711201,80,2,100,0,36,123
2895767,2022,40979,6,2,1418.8599,20210304094902,32,1,100,0,12,60
1940846,2021,22822,9,2,2475.8753,20200902308202,64,2,100,0,36,81
387111,2020,61323,6,2,1872.6121,20190506257602,39,2,100,0,10,111
931711,2020,1006,12,2,2046.3849,20200900105102,35,2,200,0,10,60
129705,2020,17159,4,5,3820.0017,20200101723905,11,1,200,0,0,1
2160474,2021,30400,11,3,6281.5746,20200803067403,31,1,200,0,36,2
2345450,2022,17372,1,1,5576.331,20201201735801,47,1,100,500,10,111
1351019,2021,59423,3,3,6163.7513,20210205947703,7,1,100,0,0,1
1500928,2021,14570,5,2,4038.5065,20210301463702,61,1,100,100,36,30
2203303,2021,59379,11,4,3889.5084,20211005918804,10,1,100,0,0,1
1340526,2021,52459,3,4,5823.7241,20210305245904,15,1,100,0,34,40
1637110,2021,31538,6,1,4384.5818,20200303263201,45,2,100,0,10,81
1127661,2021,56045,1,1,3212.8977,20191005689501,79,2,100,0,36,111
2662494,2022,24216,4,2,1632.5702,20210102416702,72,1,100,0,36,92
104364,2020,69944,3,3,429.0983,20200106997603,8,2,100,600,0,1
1111541,2021,46046,1,2,3244.526,20210104604602,54,2,100,0,10,123
3298530,2022,37754,10,3,1451.253,20220903781803,4,2,100,0,0,1
921409,2020,63314,11,2,4311.8227,20191006444803,50,2,100,0,10,92
1615887,2021,18464,6,6,978.6688,20210401867207,54,1,651,0,12,91
702213,2020,67360,9,1,3585.8612,20190806865901,35,1,100,0,10,92
3154926,2022,8901,9,3,4053.7234,20220700885403,15,2,100,100,34,40
1822106,2021,15028,8,3,3064.3168,20200501531603,1,1,100,612,0,1
3280855,2022,25734,10,3,3768.8937,20210702542503,5,1,651,0,0,1
2011215,2021,1738,10,1,663.5978,20200700173801,60,2,100,100,36,123
2583568,2022,39884,3,1,4365.4088,20211203978901,85,1,100,0,36,73
1092583,2021,33517,1,2,1986.0823,20200103412002,31,2,200,0,10,73
3371643,2022,19217,11,1,1989.5911,20221001924201,26,1,807,100,10,92
1588087,2021,968,6,2,1627.9874,20200400101502,54,1,100,0,21,73
3080836,2022,28433,8,2,4354.9599,20210702809002,68,2,200,0,36,73
2378104,2022,38736,1,1,3685.0364,20201103897701,32,1,651,0,10,123
379786,2020,55761,6,2,4900.9856,20190605668002,48,2,100,0,10,111
802097,2020,59125,10,2,3694.7358,20190706005302,67,2,100,0,36,81
363697,2020,43524,6,2,5184.8593,20190404456102,71,1,200,0,36,73
544491,2020,35288,8,2,523.3189,20200803528802,46,1,100,0,10,91
150156,2020,30837,4,1,5067.7201,20200403083701,69,2,200,0,10,123
3389081,2022,30899,11,1,3643.7387,20211103070901,36,1,100,0,10,111
732422,2020,16812,10,1,4124.765,20190901707001,46,2,200,0,10,123
1917762,2021,7965,9,1,5191.4149,20210900796501,59,2,100,0,10,91
1253791,2021,65825,2,1,679.4243,20200106705901,71,2,100,0,36,123
1849406,2021,31925,8,1,3136.5137,20210703191801,66,2,100,0,36,81
2520443,2022,66007,2,4,556.2949,20211206584204,4,1,100,0,0,1
1606669,2021,11894,6,1,269.3652,20200401230601,64,2,100,0,36,111
1746594,2021,33926,7,2,3567.8587,20200503480002,41,1,100,0,10,111
1166541,2021,9782,2,1,3884.9598,20200101003101,38,2,100,0,10,123
3181986,2022,27594,9,1,1415.4024,20210802727601,53,1,100,0,10,81
1963374,2021,37559,9,2,894.137,20210703754402,61,2,100,0,34,73
1011371,2020,51776,12,4,3583.0465,20190905265604,11,2,100,0,0,1
1796302,2021,66451,7,1,3127.6449,20200406863001,50,1,100,0,10,81
288342,2020,58487,5,1,12650.3288,20190405952901,26,1,100,100,12,73
1373715,2021,4896,4,1,4363.8621,20210100495601,73,2,651,0,36,73
829746,2020,6764,11,1,3132.5909,20200800679501,85,2,100,0,36,73
1143834,2021,65661,1,3,1167.2728,20201006536503,1,1,100,0,0,1
1827209,2021,18287,8,1,774.3124,20200701844001,70,1,651,0,36,73
259448,2020,37225,5,3,1306.4484,20190303806602,1,2,300,0,0,1
1687856,2021,64799,6,1,719.644,20200606586101,65,2,100,0,32,73
2055589,2021,29789,10,2,3438.7512,20210702969302,79,1,100,0,36,111
3009418,2022,49486,7,1,5965.3361,20220504949801,22,2,300,0,10,92
893486,2020,46283,11,2,610.7531,20191004711905,5,1,300,0,0,1
1851521,2021,33414,8,1,4372.2937,20200803386601,60,2,100,0,34,73
1219511,2021,44090,2,1,4947.17,20191104498301,57,1,100,0,32,40
2772048,2022,27795,5,2,1915.0957,20220402789702,49,1,100,0,10,111
